{'tag': '내가', 'count': 467}
{'tag': '하나를', 'count': 2}
{'tag': '전부터', 'count': 2}
{'tag': '입이', 'count': 2}
{'tag': '상상을', 'count': 2}
{'tag': '선까지', 'count': 2}
{'tag': '재미있다', 'count': 2}
{'tag': '법원에', 'count': 2}
{'tag': '꼬인', 'count': 2}
{'tag': '생선', 'count': 2}
{'tag': '레슬리가', 'count': 2}
{'tag': '짓이', 'count': 2}
{'tag': '로맨틱한', 'count': 2}
{'tag': '생각했지', 'count': 2}
{'tag': '분야에', 'count': 2}
{'tag': '밤이었어', 'count': 2}
{'tag': '끈끈한', 'count': 2}
{'tag': '웃음이', 'count': 2}
{'tag': '야옹아', 'count': 2}
{'tag': '고약해', 'count': 2}
{'tag': '잘못은', 'count': 2}
{'tag': '상한', 'count': 2}
{'tag': '날개가', 'count': 2}
{'tag': '삶의', 'count': 2}
{'tag': '동정을', 'count': 2}
{'tag': '입혀서', 'count': 2}
{'tag': '시켜', 'count': 2}
{'tag': '뭐할', 'count': 2}
{'tag': '고생물학자', 'count': 2}
{'tag': '고생물학자가', 'count': 2}
{'tag': '물어보려고', 'count': 2}
{'tag': '네게', 'count': 2}
{'tag': '만들어야겠다', 'count': 2}
{'tag': '룸메이트로서', 'count': 2}
{'tag': '푸스볼', 'count': 2}
{'tag': '준비나', 'count': 2}
{'tag': '웃기는', 'count': 2}
{'tag': '싸야지', 'count': 2}
{'tag': '잠들면', 'count': 2}
{'tag': '내일은', 'count': 2}
{'tag': '몇이나', 'count': 2}
{'tag': '녀석은', 'count': 2}
{'tag': '욕실', 'count': 2}
{'tag': '친구는', 'count': 2}
{'tag': '공이', 'count': 2}
{'tag': '작업', 'count': 2}
{'tag': '월급도', 'count': 2}
{'tag': '사이로', 'count': 2}
{'tag': '그나저나', 'count': 2}
{'tag': '있는거', 'count': 2}
{'tag': '감정', 'count': 2}
{'tag': '정리했어', 'count': 2}
{'tag': '어젠', 'count': 2}
{'tag': '머리카락', 'count': 2}
{'tag': '싶어진다', 'count': 2}
{'tag': '아니라구', 'count': 2}
{'tag': '보이네요', 'count': 2}
{'tag': '싶군요', 'count': 2}
{'tag': '마약', 'count': 2}
{'tag': '티셔츠에', 'count': 2}
{'tag': '첫째', 'count': 2}
{'tag': '계획대로', 'count': 2}
{'tag': '거시기가', 'count': 2}
{'tag': '모자라', 'count': 2}
{'tag': '사고', 'count': 2}
{'tag': '싫으면', 'count': 2}
{'tag': '지원병력', 'count': 2}
{'tag': '친구로', 'count': 2}
{'tag': '그렇습니다', 'count': 2}
{'tag': '최근에', 'count': 2}
{'tag': '알았습니다', 'count': 2}
{'tag': '친구로서', 'count': 2}
{'tag': '절단', 'count': 2}
{'tag': '당근', 'count': 2}
{'tag': '담배를', 'count': 2}
{'tag': '붙여', 'count': 2}
{'tag': '할건데', 'count': 2}
{'tag': '뽑아', 'count': 2}
{'tag': '우습다고', 'count': 2}
{'tag': '마실것', 'count': 2}
{'tag': '적당히', 'count': 2}
{'tag': '1층에', 'count': 2}
{'tag': '마지막이야', 'count': 2}
{'tag': '마치', 'count': 2}
{'tag': '까먹었어', 'count': 2}
{'tag': '돌아오다니', 'count': 2}
{'tag': '전화야', 'count': 2}
{'tag': '보고서를', 'count': 2}
{'tag': '술은', 'count': 2}
{'tag': '결혼해주겠어', 'count': 2}
{'tag': '목이', 'count': 2}
{'tag': '다음은', 'count': 2}
{'tag': '낭만적인', 'count': 2}
{'tag': '공짜로', 'count': 2}
{'tag': '요트를', 'count': 2}
{'tag': '않다', 'count': 2}
{'tag': '해고야', 'count': 2}
{'tag': '파리여행권', 'count': 2}
{'tag': '낙찰', 'count': 2}
{'tag': '밑에까지', 'count': 2}
{'tag': '반가웠어', 'count': 2}
{'tag': '흔한', 'count': 2}
{'tag': '봤냐', 'count': 2}
{'tag': '리처드가', 'count': 2}
{'tag': '끔찍하게', 'count': 2}
{'tag': '싫어한댔잖아', 'count': 2}
{'tag': '있었다', 'count': 2}
{'tag': '만들면', 'count': 2}
{'tag': '놓자', 'count': 2}
{'tag': '나예요', 'count': 2}
{'tag': '요즘도', 'count': 2}
{'tag': '시가', 'count': 2}
{'tag': '있다거나', 'count': 2}
{'tag': '스카치', 'count': 2}
{'tag': '마디', 'count': 2}
{'tag': '인생에', 'count': 2}
{'tag': '행운이', 'count': 2}
{'tag': '되다니', 'count': 2}
{'tag': '행복', 'count': 2}
{'tag': '키울', 'count': 2}
{'tag': '씨가', 'count': 2}
{'tag': '우리에겐', 'count': 2}
{'tag': '램프가', 'count': 2}
{'tag': '모두를', 'count': 2}
{'tag': '멀쩡하게', 'count': 2}
{'tag': '헤클스가', 'count': 2}
{'tag': '죽게', 'count': 2}
{'tag': '기회야', 'count': 2}
{'tag': '가득', 'count': 2}
{'tag': '입는데', 'count': 2}
{'tag': '떨어졌어', 'count': 2}
{'tag': '남자처럼', 'count': 2}
{'tag': '앞을', 'count': 2}
{'tag': '머리는', 'count': 2}
{'tag': '금요일', 'count': 2}
{'tag': '팀이', 'count': 2}
{'tag': '못되게', 'count': 2}
{'tag': '몸에서', 'count': 2}
{'tag': '저쪽으로', 'count': 2}
{'tag': '굴었어', 'count': 2}
{'tag': '공동', 'count': 2}
{'tag': '창립', 'count': 2}
{'tag': '별거', 'count': 2}
{'tag': '소문이', 'count': 2}
{'tag': '뭐냐면', 'count': 2}
{'tag': '알걸', 'count': 2}
{'tag': '울면서', 'count': 2}
{'tag': '소문', 'count': 2}
{'tag': '돌아가기', 'count': 2}
{'tag': '쓰레기통', 'count': 2}
{'tag': '말고도', 'count': 2}
{'tag': '계란', 'count': 2}
{'tag': '발렌타인', 'count': 2}
{'tag': '환장하겠다', 'count': 2}
{'tag': '가려던', 'count': 2}
{'tag': '전화가', 'count': 2}
{'tag': '주문한', 'count': 2}
{'tag': '곳에서', 'count': 2}
{'tag': '발코니에서', 'count': 2}
{'tag': '웃기지', 'count': 2}
{'tag': '따라서', 'count': 2}
{'tag': '경우에는', 'count': 2}
{'tag': '로데오', 'count': 2}
{'tag': '경기', 'count': 2}
{'tag': '보여요', 'count': 2}
{'tag': '애쉴리', 'count': 2}
{'tag': '부드러운', 'count': 2}
{'tag': '탁월한', 'count': 2}
{'tag': '선택이야', 'count': 2}
{'tag': '됐다니', 'count': 2}
{'tag': '갖자', 'count': 2}
{'tag': '잘가요', 'count': 2}
{'tag': '성숙한', 'count': 2}
{'tag': '조건으로', 'count': 2}
{'tag': '살기로', 'count': 2}
{'tag': '가족을', 'count': 2}
{'tag': '싶다는', 'count': 2}
{'tag': '기억이', 'count': 2}
{'tag': '놀랐지롱', 'count': 2}
{'tag': '괜찮으면', 'count': 2}
{'tag': '아빠라고', 'count': 2}
{'tag': '죽일', 'count': 2}
{'tag': '아니라니까', 'count': 2}
{'tag': '얘기부터', 'count': 2}
{'tag': '일이다', 'count': 2}
{'tag': '촉감이', 'count': 2}
{'tag': '감동적이다', 'count': 2}
{'tag': '아니냐', 'count': 2}
{'tag': '밝은', 'count': 2}
{'tag': '와파', 'count': 2}
{'tag': '잘만', 'count': 2}
{'tag': '대단히', 'count': 2}
{'tag': '돌겠다', 'count': 2}
{'tag': '진찰', 'count': 2}
{'tag': '한숨도', 'count': 2}
{'tag': '자면', 'count': 2}
{'tag': '되거든', 'count': 2}
{'tag': '부모님들이', 'count': 2}
{'tag': '식을', 'count': 2}
{'tag': '밥통아', 'count': 2}
{'tag': '결론은', 'count': 2}
{'tag': '사실인가요', 'count': 2}
{'tag': '말라는', 'count': 2}
{'tag': '세번째', 'count': 2}
{'tag': '계시야', 'count': 2}
{'tag': '시대에', 'count': 2}
{'tag': '안봤어', 'count': 2}
{'tag': '안벗기고', 'count': 2}
{'tag': '목에', 'count': 2}
{'tag': '할수', 'count': 2}
{'tag': '없군요', 'count': 2}
{'tag': '대단해', 'count': 2}
{'tag': '겁을', 'count': 2}
{'tag': '먹지', 'count': 2}
{'tag': '먹으면', 'count': 2}
{'tag': '생일을', 'count': 2}
{'tag': '침대로', 'count': 2}
{'tag': '맛있었어요', 'count': 2}
{'tag': '런던이다', 'count': 2}
{'tag': '보이죠', 'count': 2}
{'tag': '연기하라고', 'count': 2}
{'tag': '꿈꿔', 'count': 2}
{'tag': '4단', 'count': 2}
{'tag': '도와줘야겠다', 'count': 2}
{'tag': '시켰어', 'count': 2}
{'tag': '뜻을', 'count': 2}
{'tag': '소리죠', 'count': 2}
{'tag': '그러세요', 'count': 2}
{'tag': '좋습니다', 'count': 2}
{'tag': '번호는', 'count': 2}
{'tag': '알았죠', 'count': 2}
{'tag': '곳은', 'count': 2}
{'tag': '고향', 'count': 2}
{'tag': '사랑하진', 'count': 2}
{'tag': '사랑하잖아', 'count': 2}
{'tag': '조치를', 'count': 2}
{'tag': '나라', 'count': 2}
{'tag': '사투리', 'count': 2}
{'tag': '새삼스럽게', 'count': 2}
{'tag': '끊을게', 'count': 2}
{'tag': '생각으로', 'count': 2}
{'tag': '그랬을까', 'count': 2}
{'tag': '저번에', 'count': 2}
{'tag': '커피요', 'count': 2}
{'tag': '높이', 'count': 2}
{'tag': '구멍이', 'count': 2}
{'tag': '전해줘', 'count': 2}
{'tag': '연안', 'count': 2}
{'tag': '여깄어', 'count': 2}
{'tag': '저쪽이잖아', 'count': 2}
{'tag': '나오나', 'count': 2}
{'tag': '챙겨', 'count': 2}
{'tag': '아령을', 'count': 2}
{'tag': '아프잖아', 'count': 2}
{'tag': '판결', 'count': 2}
{'tag': '게이가', 'count': 2}
{'tag': '한잔하러', 'count': 2}
{'tag': '맡으래', 'count': 2}
{'tag': '가있어야', 'count': 2}
{'tag': '본데', 'count': 2}
{'tag': '다음주에', 'count': 2}
{'tag': '팀도', 'count': 2}
{'tag': '믿을수', 'count': 2}
{'tag': '요즘은', 'count': 2}
{'tag': '해야할', 'count': 2}
{'tag': '오네요', 'count': 2}
{'tag': '그럴까봐', 'count': 2}
{'tag': '한방', 'count': 2}
{'tag': '그만큼', 'count': 2}
{'tag': '요리사라고', 'count': 2}
{'tag': '의사도', 'count': 2}
{'tag': '직전에', 'count': 2}
{'tag': '들어왔어요', 'count': 2}
{'tag': '가보라구', 'count': 2}
{'tag': '일이라', 'count': 2}
{'tag': '도착하면', 'count': 2}
{'tag': '부모님을', 'count': 2}
{'tag': '사이에서', 'count': 2}
{'tag': '살았죠', 'count': 2}
{'tag': '우편물이', 'count': 2}
{'tag': '기대가', 'count': 2}
{'tag': '번이나', 'count': 2}
{'tag': '해파리한테', 'count': 2}
{'tag': '쏘였어', 'count': 2}
{'tag': '누면', 'count': 2}
{'tag': '걸쳐', 'count': 2}
{'tag': '깨진', 'count': 2}
{'tag': '상태였어', 'count': 2}
{'tag': '해변의', 'count': 2}
{'tag': '통증이', 'count': 2}
{'tag': '넓어졌다니', 'count': 2}
{'tag': '다행이지만', 'count': 2}
{'tag': '힘든데', 'count': 2}
{'tag': '배우가', 'count': 2}
{'tag': '대니가', 'count': 2}
{'tag': '보이긴', 'count': 2}
{'tag': '의심하게', 'count': 2}
{'tag': '시작', 'count': 2}
{'tag': '여동생과', 'count': 2}
{'tag': '드셨어요', 'count': 2}
{'tag': '받아도', 'count': 2}
{'tag': '비디오도', 'count': 2}
{'tag': '왔냐', 'count': 2}
{'tag': '선이', 'count': 2}
{'tag': '무려', 'count': 2}
{'tag': '쳤니', 'count': 2}
{'tag': '개한테', 'count': 2}
{'tag': '다리에', 'count': 2}
{'tag': '붙어있어', 'count': 2}
{'tag': '캘빈', 'count': 2}
{'tag': '클라인', 'count': 2}
{'tag': '회의가', 'count': 2}
{'tag': '립스틱이', 'count': 2}
{'tag': '물어보는', 'count': 2}
{'tag': '팬이', 'count': 2}
{'tag': '캄보디아의', 'count': 2}
{'tag': '수도는', 'count': 2}
{'tag': '눈물나게', 'count': 2}
{'tag': '당한', 'count': 2}
{'tag': '통로로', 'count': 2}
{'tag': '필요는', 'count': 2}
{'tag': '사이는', 'count': 2}
{'tag': '말인데요', 'count': 2}
{'tag': '여자친구랑', 'count': 2}
{'tag': '아무런', 'count': 2}
{'tag': '녀석아', 'count': 2}
{'tag': '시작하고', 'count': 2}
{'tag': '싶은지', 'count': 2}
{'tag': '말하는게', 'count': 2}
{'tag': '안마사야', 'count': 2}
{'tag': '가방이', 'count': 2}
{'tag': '아빠야', 'count': 2}
{'tag': '거짓말하는', 'count': 2}
{'tag': '형편없는', 'count': 2}
{'tag': '내주셔서', 'count': 2}
{'tag': '맞습니다', 'count': 2}
{'tag': '그동안', 'count': 2}
{'tag': '소식이야', 'count': 2}
{'tag': '고소할', 'count': 2}
{'tag': '끼는', 'count': 2}
{'tag': '아팠어', 'count': 2}
{'tag': '뭐랬는지', 'count': 2}
{'tag': '모델', 'count': 2}
{'tag': '15살', 'count': 2}
{'tag': '쇼핑했어', 'count': 2}
{'tag': '바지랑', 'count': 2}
{'tag': '동생이', 'count': 2}
{'tag': '심상치', 'count': 2}
{'tag': '취향이', 'count': 2}
{'tag': '장난하는', 'count': 2}
{'tag': '왔니', 'count': 2}
{'tag': '원치', 'count': 2}
{'tag': '않았고', 'count': 2}
{'tag': '나이에', 'count': 2}
{'tag': '전화했어요', 'count': 2}
{'tag': '자리도', 'count': 2}
{'tag': '글을', 'count': 2}
{'tag': '애도를', 'count': 2}
{'tag': '키스가', 'count': 2}
{'tag': '않았을', 'count': 2}
{'tag': '기뻐', 'count': 2}
{'tag': '제정신이야', 'count': 2}
{'tag': '꿨어', 'count': 2}
{'tag': '들리니', 'count': 2}
{'tag': '목요일', 'count': 2}
{'tag': '열심히', 'count': 2}
{'tag': '창문', 'count': 2}
{'tag': '뚫고', 'count': 2}
{'tag': '기념일은', 'count': 2}
{'tag': '부탁을', 'count': 2}
{'tag': '힘들었어', 'count': 2}
{'tag': '떠나는', 'count': 2}
{'tag': '빠지더라', 'count': 2}
{'tag': '치즈케이크', 'count': 2}
{'tag': '했었다고', 'count': 2}
{'tag': '옷도', 'count': 2}
{'tag': '여기로', 'count': 2}
{'tag': '부족해', 'count': 2}
{'tag': '안돼요', 'count': 2}
{'tag': '연설을', 'count': 2}
{'tag': '하룻밤', 'count': 2}
{'tag': '이웃에', 'count': 2}
{'tag': '나누지', 'count': 2}
{'tag': '케이크를', 'count': 2}
{'tag': '만나러', 'count': 2}
{'tag': '팬케이크', 'count': 2}
{'tag': '오고', 'count': 2}
{'tag': '거짓말이야', 'count': 2}
{'tag': '도서관', 'count': 2}
{'tag': '일할', 'count': 2}
{'tag': '죽여줬어', 'count': 2}
{'tag': '때보다', 'count': 2}
{'tag': '마무리', 'count': 2}
{'tag': '나요', 'count': 2}
{'tag': '그랬거든', 'count': 2}
{'tag': '티슈', 'count': 2}
{'tag': '들어봐요', 'count': 2}
{'tag': '준대', 'count': 2}
{'tag': '상관없어', 'count': 2}
{'tag': '택시', 'count': 2}
{'tag': '거나', 'count': 2}
{'tag': '보여서', 'count': 2}
{'tag': '괜한', 'count': 2}
{'tag': '남자들한테', 'count': 2}
{'tag': '좋아진', 'count': 2}
{'tag': '왔나', 'count': 2}
{'tag': '움직이지', 'count': 2}
{'tag': '왔군', 'count': 2}
{'tag': '상처를', 'count': 2}
{'tag': '받을까', 'count': 2}
{'tag': '어떡할', 'count': 2}
{'tag': '8이', 'count': 2}
{'tag': '싫다고', 'count': 2}
{'tag': '번호판', 'count': 2}
{'tag': '당할', 'count': 2}
{'tag': '헬멧을', 'count': 2}
{'tag': '미트볼', 'count': 2}
{'tag': '일종의', 'count': 2}
{'tag': '두말하면', 'count': 2}
{'tag': '잔소리', 'count': 2}
{'tag': '뚱보', 'count': 2}
{'tag': '캠프에서', 'count': 2}
{'tag': '스티븐스', 'count': 2}
{'tag': '주제를', 'count': 2}
{'tag': '직장에', 'count': 2}
{'tag': '일이라면', 'count': 2}
{'tag': 'CD', 'count': 2}
{'tag': '사겠데', 'count': 2}
{'tag': '파티하는데', 'count': 2}
{'tag': '출산', 'count': 2}
{'tag': '아길', 'count': 2}
{'tag': '2장', 'count': 2}
{'tag': '알아줬으면', 'count': 2}
{'tag': '조금요', 'count': 2}
{'tag': '잉크', 'count': 2}
{'tag': '로렌이', 'count': 2}
{'tag': '거실에서', 'count': 2}
{'tag': '읽었어', 'count': 2}
{'tag': '하나의', 'count': 2}
{'tag': '하기', 'count': 2}
{'tag': '물었는데', 'count': 2}
{'tag': '헤어지고', 'count': 2}
{'tag': '했었지', 'count': 2}
{'tag': '건조기에', 'count': 2}
{'tag': '제자리를', 'count': 2}
{'tag': '위로', 'count': 2}
{'tag': '돌아가서', 'count': 2}
{'tag': '다리를', 'count': 2}
{'tag': '않잖아', 'count': 2}
{'tag': '무도회', 'count': 2}
{'tag': '솔직하게', 'count': 2}
{'tag': '엄청나게', 'count': 2}
{'tag': '그렇네요', 'count': 2}
{'tag': '말고는', 'count': 2}
{'tag': '앉은', 'count': 2}
{'tag': '다가오는', 'count': 2}
{'tag': '있겠네요', 'count': 2}
{'tag': '2시간', 'count': 2}
{'tag': '병아리가', 'count': 2}
{'tag': '매니저는', 'count': 2}
{'tag': '성공이야', 'count': 2}
{'tag': '똑똑하고', 'count': 2}
{'tag': '이것만은', 'count': 2}
{'tag': '끊어', 'count': 2}
{'tag': '사실이야', 'count': 2}
{'tag': '않아서', 'count': 2}
{'tag': '되겠어', 'count': 2}
{'tag': '주인', 'count': 2}
{'tag': '나눈', 'count': 2}
{'tag': '브라', 'count': 2}
{'tag': '아기의', 'count': 2}
{'tag': '눈물을', 'count': 2}
{'tag': '얼음이', 'count': 2}
{'tag': '상태는', 'count': 2}
{'tag': '풀었어', 'count': 2}
{'tag': '궤짝', 'count': 2}
{'tag': '잘될', 'count': 2}
{'tag': '만났다', 'count': 2}
{'tag': '잡아라', 'count': 2}
{'tag': '드실래요', 'count': 2}
{'tag': '가만', 'count': 2}
{'tag': '열고', 'count': 2}
{'tag': '잘났다', 'count': 2}
{'tag': '안돼서', 'count': 2}
{'tag': '사과할', 'count': 2}
{'tag': '뜨거운', 'count': 2}
{'tag': '지적', 'count': 2}
{'tag': '걱정할', 'count': 2}
{'tag': '이상하다', 'count': 2}
{'tag': '반대편', 'count': 2}
{'tag': '케이틀린', 'count': 2}
{'tag': '얘기했니', 'count': 2}
{'tag': '주제는', 'count': 2}
{'tag': '없었다고', 'count': 2}
{'tag': '복도에서', 'count': 2}
{'tag': '놓치지', 'count': 2}
{'tag': '즉시', 'count': 2}
{'tag': '위생과', 'count': 2}
{'tag': '건드리지', 'count': 2}
{'tag': '초대를', 'count': 2}
{'tag': '조이의', 'count': 2}
{'tag': '벌레', 'count': 2}
{'tag': '프로그램', 'count': 2}
{'tag': '힘들겠지만', 'count': 2}
{'tag': '시작을', 'count': 2}
{'tag': '없네요', 'count': 2}
{'tag': '읽은', 'count': 2}
{'tag': '맞을', 'count': 2}
{'tag': '60명', 'count': 2}
{'tag': '잠자리', 'count': 2}
{'tag': '들어올래요', 'count': 2}
{'tag': '제목이', 'count': 2}
{'tag': '렌트', 'count': 2}
{'tag': '해냈어', 'count': 2}
{'tag': '출장요리', 'count': 2}
{'tag': '담당', 'count': 2}
{'tag': '선물이', 'count': 2}
{'tag': '축하드려요', 'count': 2}
{'tag': '대단한', 'count': 2}
{'tag': '소변', 'count': 2}
{'tag': '묘한', 'count': 2}
{'tag': '마이크를', 'count': 2}
{'tag': '얘기하다', 'count': 2}
{'tag': '낳은', 'count': 2}
{'tag': '그만둬요', 'count': 2}
{'tag': '원하는건', 'count': 2}
{'tag': '가져온', 'count': 2}
{'tag': '상황에서', 'count': 2}
{'tag': '잘자', 'count': 2}
{'tag': '비가', 'count': 2}
{'tag': '대단했어요', 'count': 2}
{'tag': '정말이네', 'count': 2}
{'tag': '오다가', 'count': 2}
{'tag': '재수없는', 'count': 2}
{'tag': '그렇다니까요', 'count': 2}
{'tag': '저남자', 'count': 2}
{'tag': '끝낸', 'count': 2}
{'tag': '원숭이를', 'count': 2}
{'tag': '턱이', 'count': 2}
{'tag': '똑같잖아', 'count': 2}
{'tag': '바비', 'count': 2}
{'tag': '인형은', 'count': 2}
{'tag': '드레스를', 'count': 2}
{'tag': '하시지만', 'count': 2}
{'tag': '결국엔', 'count': 2}
{'tag': '15분', 'count': 2}
{'tag': '진실을', 'count': 2}
{'tag': '그럴게요', 'count': 2}
{'tag': '도둑이', 'count': 2}
{'tag': '믿어요', 'count': 2}
{'tag': '거리에서', 'count': 2}
{'tag': '갈아서', 'count': 2}
{'tag': '진작', 'count': 2}
{'tag': '한스', 'count': 2}
{'tag': '이를', 'count': 2}
{'tag': '장엄한', 'count': 2}
{'tag': '정글에', 'count': 2}
{'tag': '사자가', 'count': 2}
{'tag': '잠들어', 'count': 2}
{'tag': '웬일로', 'count': 2}
{'tag': '깊이', 'count': 2}
{'tag': '않는다고', 'count': 2}
{'tag': '잘됐네요', 'count': 2}
{'tag': '진지한', 'count': 2}
{'tag': '점이야', 'count': 2}
{'tag': '잤고', 'count': 2}
{'tag': '나가기', 'count': 2}
{'tag': '9년', 'count': 2}
{'tag': '한게', 'count': 2}
{'tag': '크고', 'count': 2}
{'tag': '남자와', 'count': 2}
{'tag': '비크람이란', 'count': 2}
{'tag': '알았다니까', 'count': 2}
{'tag': '약속했잖아', 'count': 2}
{'tag': '마이크한테', 'count': 2}
{'tag': '살다가', 'count': 2}
{'tag': '기억도', 'count': 2}
{'tag': '당신이랑', 'count': 2}
{'tag': '사귀어', 'count': 2}
{'tag': '상어', 'count': 2}
{'tag': '가게에', 'count': 2}
{'tag': '상어여야', 'count': 2}
{'tag': '기쁜지', 'count': 2}
{'tag': '구두야', 'count': 2}
{'tag': '섹시할', 'count': 2}
{'tag': '침실에', 'count': 2}
{'tag': '거는', 'count': 2}
{'tag': '월요일에', 'count': 2}
{'tag': '먹었거든', 'count': 2}
{'tag': '캐시를', 'count': 2}
{'tag': '염소', 'count': 2}
{'tag': '부대가', 'count': 2}
{'tag': '맛난', 'count': 2}
{'tag': '쓰레기', 'count': 2}
{'tag': '반만', 'count': 2}
{'tag': '깨물었어요', 'count': 2}
{'tag': '동물을', 'count': 2}
{'tag': '쓰레기통에', 'count': 2}
{'tag': '감자야', 'count': 2}
{'tag': '있습니까', 'count': 2}
{'tag': '은행', 'count': 2}
{'tag': '그쪽이', 'count': 2}
{'tag': '시끄러워요', 'count': 2}
{'tag': '없냐', 'count': 2}
{'tag': '능력이', 'count': 2}
{'tag': '들어보자', 'count': 2}
{'tag': '끝내', 'count': 2}
{'tag': '남자로', 'count': 2}
{'tag': '사야', 'count': 2}
{'tag': '드릴', 'count': 2}
{'tag': '너야말로', 'count': 2}
{'tag': '웃길', 'count': 2}
{'tag': '완벽해', 'count': 2}
{'tag': '어떡하라고', 'count': 2}
{'tag': '방법도', 'count': 2}
{'tag': '괜찮네요', 'count': 2}
{'tag': '식당을', 'count': 2}
{'tag': '달라는', 'count': 2}
{'tag': '도와줄래', 'count': 2}
{'tag': '이러니까', 'count': 2}
{'tag': '고맙긴', 'count': 2}
{'tag': '만나온', 'count': 2}
{'tag': '묻더라구', 'count': 2}
{'tag': '피자에', 'count': 2}
{'tag': '사왔어', 'count': 2}
{'tag': '치즈로', 'count': 2}
{'tag': '만해', 'count': 2}
{'tag': '언젠간', 'count': 2}
{'tag': '만질', 'count': 2}
{'tag': '시작해', 'count': 2}
{'tag': '병에', 'count': 2}
{'tag': '지루한', 'count': 2}
{'tag': '일어났지', 'count': 2}
{'tag': '도울', 'count': 2}
{'tag': '여자도', 'count': 2}
{'tag': '부스러기에', 'count': 2}
{'tag': '까다로운', 'count': 2}
{'tag': '캔디와', 'count': 2}
{'tag': '오라버니', 'count': 2}
{'tag': '풀어줄', 'count': 2}
{'tag': '빌려다', 'count': 2}
{'tag': '실수로', 'count': 2}
{'tag': '좋았지', 'count': 2}
{'tag': '먹였어', 'count': 2}
{'tag': '망가뜨렸어', 'count': 2}
{'tag': '우리집에', 'count': 2}
{'tag': '장면을', 'count': 2}
{'tag': '되겠군', 'count': 2}
{'tag': '힘내', 'count': 2}
{'tag': '스프레이', 'count': 2}
{'tag': '영국식', 'count': 2}
{'tag': '5까지', 'count': 2}
{'tag': '벗긴', 'count': 2}
{'tag': '브라가', 'count': 2}
{'tag': '추천해준', 'count': 2}
{'tag': '조이하고', 'count': 2}
{'tag': '아니었나', 'count': 2}
{'tag': '볼려고', 'count': 2}
{'tag': '쎅시', 'count': 2}
{'tag': '높았어', 'count': 2}
{'tag': '해낼', 'count': 2}
{'tag': '생명이', 'count': 2}
{'tag': '웨이터', 'count': 2}
{'tag': '했구나', 'count': 2}
{'tag': '천사', 'count': 2}
{'tag': '말해서', 'count': 2}
{'tag': '슬픈', 'count': 2}
{'tag': '교통', 'count': 2}
{'tag': '표정', 'count': 2}
{'tag': '잤니', 'count': 2}
{'tag': '전철에서', 'count': 2}
{'tag': '볼룸', 'count': 2}
{'tag': '구경했어', 'count': 2}
{'tag': '갔어요', 'count': 2}
{'tag': '줬어요', 'count': 2}
{'tag': '걔랑', 'count': 2}
{'tag': '지를', 'count': 2}
{'tag': '밑을', 'count': 2}
{'tag': '좋았을', 'count': 2}
{'tag': '대부분은', 'count': 2}
{'tag': '시작했어요', 'count': 2}
{'tag': '얘기했는데', 'count': 2}
{'tag': '세상의', 'count': 2}
{'tag': '읽어야', 'count': 2}
{'tag': '먹어버렸어', 'count': 2}
{'tag': '같군요', 'count': 2}
{'tag': '따라하는', 'count': 2}
{'tag': '없지만', 'count': 2}
{'tag': '재미있었어요', 'count': 2}
{'tag': '속옷이', 'count': 2}
{'tag': '웃기더라', 'count': 2}
{'tag': '유혹하려고', 'count': 2}
{'tag': '핵심을', 'count': 2}
{'tag': '시험', 'count': 2}
{'tag': '보자고', 'count': 2}
{'tag': '밥이야', 'count': 2}
{'tag': '블로우피쉬', 'count': 2}
{'tag': '쳐다봐', 'count': 2}
{'tag': '입술을', 'count': 2}
{'tag': '자국이야', 'count': 2}
{'tag': '부트로스', 'count': 2}
{'tag': '마크지', 'count': 2}
{'tag': '수의사가', 'count': 2}
{'tag': '우대권이', 'count': 2}
{'tag': '불능이야', 'count': 2}
{'tag': '꽝이다', 'count': 2}
{'tag': '하여간', 'count': 2}
{'tag': '들어가면', 'count': 2}
{'tag': '내기할래', 'count': 2}
{'tag': '나왔습니다', 'count': 2}
{'tag': '200달러', 'count': 2}
{'tag': '실례할게', 'count': 2}
{'tag': '성공할', 'count': 2}
{'tag': '치사한', 'count': 2}
{'tag': '되니', 'count': 2}
{'tag': '잘라', 'count': 2}
{'tag': '늙은', 'count': 2}
{'tag': '휘파람새', 'count': 2}
{'tag': '내야', 'count': 2}
{'tag': '민트', 'count': 2}
{'tag': '크리스마스는', 'count': 2}
{'tag': '너희들을', 'count': 2}
{'tag': '끝냈어', 'count': 2}
{'tag': '여름', 'count': 2}
{'tag': '있었다구', 'count': 2}
{'tag': '아야', 'count': 2}
{'tag': '관해서', 'count': 2}
{'tag': '더러운', 'count': 2}
{'tag': '상관이야', 'count': 2}
{'tag': '살이', 'count': 2}
{'tag': '때를', 'count': 2}
{'tag': '있는것', 'count': 2}
{'tag': '결정했어', 'count': 2}
{'tag': '두는', 'count': 2}
{'tag': '못살아', 'count': 2}
{'tag': '찰리한테', 'count': 2}
{'tag': '쌍둥이가', 'count': 2}
{'tag': '잠든', 'count': 2}
{'tag': '과학', 'count': 2}
{'tag': '전문', 'count': 2}
{'tag': '방식으로', 'count': 2}
{'tag': '부부가', 'count': 2}
{'tag': '질문을', 'count': 2}
{'tag': '하곤', 'count': 2}
{'tag': '수업', 'count': 2}
{'tag': '뜻도', 'count': 2}
{'tag': '연어', 'count': 2}
{'tag': '우나기가', 'count': 2}
{'tag': '비싸다고', 'count': 2}
